Time, GoodsNb, price, CustoNb, PosX_cust, PosY_cust, PosX_stor, PosY_stor, Dist
11, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
11, 0, 0.25, 6, 92, 66, 87, 82, 115.827
11, 0, 0.25, 7, 92, 94, 87, 82, 125.348
11, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
11, 0, 0.25, 9, 97, 88, 87, 82, 125.12
12, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
12, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
12, 0, 0.25, 2, 87, 31, 87, 82, 100.553
12, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
12, 0, 0.25, 4, 69, 55, 87, 82, 102.533
12, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
12, 0, 0.25, 6, 92, 66, 87, 82, 115.827
12, 0, 0.25, 7, 92, 94, 87, 82, 125.348
12, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
12, 0, 0.25, 9, 97, 88, 87, 82, 125.12
13, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
13, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
13, 0, 0.25, 2, 87, 31, 87, 82, 100.553
13, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
13, 0, 0.25, 4, 69, 55, 87, 82, 102.533
13, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
13, 0, 0.25, 6, 92, 66, 87, 82, 115.827
13, 0, 0.25, 7, 92, 94, 87, 82, 125.348
13, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
13, 0, 0.25, 9, 97, 88, 87, 82, 125.12
14, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
14, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
14, 0, 0.25, 2, 87, 31, 87, 82, 100.553
14, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
14, 0, 0.25, 4, 69, 55, 87, 82, 102.533
14, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
14, 0, 0.25, 6, 92, 66, 87, 82, 115.827
14, 0, 0.25, 7, 92, 94, 87, 82, 125.348
14, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
14, 0, 0.25, 9, 97, 88, 87, 82, 125.12
15, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
15, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
15, 0, 0.25, 2, 87, 31, 87, 82, 100.553
15, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
15, 0, 0.25, 4, 69, 55, 87, 82, 102.533
15, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
15, 0, 0.25, 6, 92, 66, 87, 82, 115.827
15, 0, 0.25, 7, 92, 94, 87, 82, 125.348
15, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
15, 0, 0.25, 9, 97, 88, 87, 82, 125.12
16, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
16, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
16, 0, 0.25, 2, 87, 31, 87, 82, 100.553
16, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
16, 0, 0.25, 4, 69, 55, 87, 82, 102.533
16, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
16, 0, 0.25, 6, 92, 66, 87, 82, 115.827
16, 0, 0.25, 7, 92, 94, 87, 82, 125.348
16, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
16, 0, 0.25, 9, 97, 88, 87, 82, 125.12
17, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
17, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
17, 0, 0.25, 2, 87, 31, 87, 82, 100.553
17, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
17, 0, 0.25, 4, 69, 55, 87, 82, 102.533
17, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
17, 0, 0.25, 6, 92, 66, 87, 82, 115.827
17, 0, 0.25, 7, 92, 94, 87, 82, 125.348
17, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
17, 0, 0.25, 9, 97, 88, 87, 82, 125.12
18, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
18, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
18, 0, 0.25, 2, 87, 31, 87, 82, 100.553
18, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
18, 0, 0.25, 4, 69, 55, 87, 82, 102.533
18, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
18, 0, 0.25, 6, 92, 66, 87, 82, 115.827
18, 0, 0.25, 7, 92, 94, 87, 82, 125.348
18, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
18, 0, 0.25, 9, 97, 88, 87, 82, 125.12
19, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
19, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
19, 0, 0.25, 2, 87, 31, 87, 82, 100.553
19, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
19, 0, 0.25, 4, 69, 55, 87, 82, 102.533
19, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
19, 0, 0.25, 6, 92, 66, 87, 82, 115.827
19, 0, 0.25, 7, 92, 94, 87, 82, 125.348
19, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
19, 0, 0.25, 9, 97, 88, 87, 82, 125.12
20, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
20, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
20, 0, 0.25, 2, 87, 31, 87, 82, 100.553
20, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
20, 0, 0.25, 4, 69, 55, 87, 82, 102.533
20, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
20, 0, 0.25, 6, 92, 66, 87, 82, 115.827
20, 0, 0.25, 7, 92, 94, 87, 82, 125.348
20, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
20, 0, 0.25, 9, 97, 88, 87, 82, 125.12
21, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
21, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
21, 0, 0.25, 2, 87, 31, 87, 82, 100.553
21, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
21, 0, 0.25, 4, 69, 55, 87, 82, 102.533
21, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
21, 0, 0.25, 6, 92, 66, 87, 82, 115.827
21, 0, 0.25, 7, 92, 94, 87, 82, 125.348
21, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
21, 0, 0.25, 9, 97, 88, 87, 82, 125.12
22, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
22, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
22, 0, 0.25, 2, 87, 31, 87, 82, 100.553
22, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
22, 0, 0.25, 4, 69, 55, 87, 82, 102.533
22, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
22, 0, 0.25, 6, 92, 66, 87, 82, 115.827
22, 0, 0.25, 7, 92, 94, 87, 82, 125.348
22, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
22, 0, 0.25, 9, 97, 88, 87, 82, 125.12
23, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
23, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
23, 0, 0.25, 2, 87, 31, 87, 82, 100.553
23, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
23, 0, 0.25, 4, 69, 55, 87, 82, 102.533
23, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
23, 0, 0.25, 6, 92, 66, 87, 82, 115.827
23, 0, 0.25, 7, 92, 94, 87, 82, 125.348
23, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
23, 0, 0.25, 9, 97, 88, 87, 82, 125.12
24, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
24, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
24, 0, 0.25, 2, 87, 31, 87, 82, 100.553
24, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
24, 0, 0.25, 4, 69, 55, 87, 82, 102.533
24, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
24, 0, 0.25, 6, 92, 66, 87, 82, 115.827
24, 0, 0.25, 7, 92, 94, 87, 82, 125.348
24, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
24, 0, 0.25, 9, 97, 88, 87, 82, 125.12
25, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
25, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
25, 0, 0.25, 2, 87, 31, 87, 82, 100.553
25, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
25, 0, 0.25, 4, 69, 55, 87, 82, 102.533
25, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
25, 0, 0.25, 6, 92, 66, 87, 82, 115.827
25, 0, 0.25, 7, 92, 94, 87, 82, 125.348
25, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
25, 0, 0.25, 9, 97, 88, 87, 82, 125.12
26, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
26, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
26, 0, 0.25, 2, 87, 31, 87, 82, 100.553
26, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
26, 0, 0.25, 4, 69, 55, 87, 82, 102.533
26, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
26, 0, 0.25, 6, 92, 66, 87, 82, 115.827
26, 0, 0.25, 7, 92, 94, 87, 82, 125.348
26, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
26, 0, 0.25, 9, 97, 88, 87, 82, 125.12
27, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
27, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
27, 0, 0.25, 2, 87, 31, 87, 82, 100.553
27, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
27, 0, 0.25, 4, 69, 55, 87, 82, 102.533
27, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
27, 0, 0.25, 6, 92, 66, 87, 82, 115.827
27, 0, 0.25, 7, 92, 94, 87, 82, 125.348
27, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
27, 0, 0.25, 9, 97, 88, 87, 82, 125.12
28, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
28, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
28, 0, 0.25, 2, 87, 31, 87, 82, 100.553
28, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
28, 0, 0.25, 4, 69, 55, 87, 82, 102.533
28, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
28, 0, 0.25, 6, 92, 66, 87, 82, 115.827
28, 0, 0.25, 7, 92, 94, 87, 82, 125.348
28, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
28, 0, 0.25, 9, 97, 88, 87, 82, 125.12
29, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
29, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
29, 0, 0.25, 2, 87, 31, 87, 82, 100.553
29, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
29, 0, 0.25, 4, 69, 55, 87, 82, 102.533
29, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
29, 0, 0.25, 6, 92, 66, 87, 82, 115.827
29, 0, 0.25, 7, 92, 94, 87, 82, 125.348
29, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
29, 0, 0.25, 9, 97, 88, 87, 82, 125.12
30, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
30, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
30, 0, 0.25, 2, 87, 31, 87, 82, 100.553
30, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
30, 0, 0.25, 4, 69, 55, 87, 82, 102.533
30, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
30, 0, 0.25, 6, 92, 66, 87, 82, 115.827
30, 0, 0.25, 7, 92, 94, 87, 82, 125.348
30, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
30, 0, 0.25, 9, 97, 88, 87, 82, 125.12
31, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
31, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
31, 0, 0.25, 2, 87, 31, 87, 82, 100.553
31, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
31, 0, 0.25, 4, 69, 55, 87, 82, 102.533
31, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
31, 0, 0.25, 6, 92, 66, 87, 82, 115.827
31, 0, 0.25, 7, 92, 94, 87, 82, 125.348
31, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
31, 0, 0.25, 9, 97, 88, 87, 82, 125.12
32, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
32, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
32, 0, 0.25, 2, 87, 31, 87, 82, 100.553
32, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
32, 0, 0.25, 4, 69, 55, 87, 82, 102.533
32, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
32, 0, 0.25, 6, 92, 66, 87, 82, 115.827
32, 0, 0.25, 7, 92, 94, 87, 82, 125.348
32, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
32, 0, 0.25, 9, 97, 88, 87, 82, 125.12
33, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
33, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
33, 0, 0.25, 2, 87, 31, 87, 82, 100.553
33, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
33, 0, 0.25, 4, 69, 55, 87, 82, 102.533
33, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
33, 0, 0.25, 6, 92, 66, 87, 82, 115.827
33, 0, 0.25, 7, 92, 94, 87, 82, 125.348
33, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
33, 0, 0.25, 9, 97, 88, 87, 82, 125.12
34, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
34, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
34, 0, 0.25, 2, 87, 31, 87, 82, 100.553
34, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
34, 0, 0.25, 4, 69, 55, 87, 82, 102.533
34, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
34, 0, 0.25, 6, 92, 66, 87, 82, 115.827
34, 0, 0.25, 7, 92, 94, 87, 82, 125.348
34, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
34, 0, 0.25, 9, 97, 88, 87, 82, 125.12
35, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
35, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
35, 0, 0.25, 2, 87, 31, 87, 82, 100.553
35, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
35, 0, 0.25, 4, 69, 55, 87, 82, 102.533
35, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
35, 0, 0.25, 6, 92, 66, 87, 82, 115.827
35, 0, 0.25, 7, 92, 94, 87, 82, 125.348
35, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
35, 0, 0.25, 9, 97, 88, 87, 82, 125.12
36, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
36, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
36, 0, 0.25, 2, 87, 31, 87, 82, 100.553
36, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
36, 0, 0.25, 4, 69, 55, 87, 82, 102.533
36, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
36, 0, 0.25, 6, 92, 66, 87, 82, 115.827
36, 0, 0.25, 7, 92, 94, 87, 82, 125.348
36, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
36, 0, 0.25, 9, 97, 88, 87, 82, 125.12
37, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
37, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
37, 0, 0.25, 2, 87, 31, 87, 82, 100.553
37, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
37, 0, 0.25, 4, 69, 55, 87, 82, 102.533
37, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
37, 0, 0.25, 6, 92, 66, 87, 82, 115.827
37, 0, 0.25, 7, 92, 94, 87, 82, 125.348
37, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
37, 0, 0.25, 9, 97, 88, 87, 82, 125.12
38, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
38, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
38, 0, 0.25, 2, 87, 31, 87, 82, 100.553
38, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
38, 0, 0.25, 4, 69, 55, 87, 82, 102.533
38, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
38, 0, 0.25, 6, 92, 66, 87, 82, 115.827
38, 0, 0.25, 7, 92, 94, 87, 82, 125.348
38, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
38, 0, 0.25, 9, 97, 88, 87, 82, 125.12
39, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
39, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
39, 0, 0.25, 2, 87, 31, 87, 82, 100.553
39, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
39, 0, 0.25, 4, 69, 55, 87, 82, 102.533
39, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
39, 0, 0.25, 6, 92, 66, 87, 82, 115.827
39, 0, 0.25, 7, 92, 94, 87, 82, 125.348
39, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
39, 0, 0.25, 9, 97, 88, 87, 82, 125.12
40, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
40, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
40, 0, 0.25, 2, 87, 31, 87, 82, 100.553
40, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
40, 0, 0.25, 4, 69, 55, 87, 82, 102.533
40, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
40, 0, 0.25, 6, 92, 66, 87, 82, 115.827
40, 0, 0.25, 7, 92, 94, 87, 82, 125.348
40, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
40, 0, 0.25, 9, 97, 88, 87, 82, 125.12
41, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
41, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
41, 0, 0.25, 2, 87, 31, 87, 82, 100.553
41, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
41, 0, 0.25, 4, 69, 55, 87, 82, 102.533
41, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
41, 0, 0.25, 6, 92, 66, 87, 82, 115.827
41, 0, 0.25, 7, 92, 94, 87, 82, 125.348
41, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
41, 0, 0.25, 9, 97, 88, 87, 82, 125.12
42, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
42, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
42, 0, 0.25, 2, 87, 31, 87, 82, 100.553
42, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
42, 0, 0.25, 4, 69, 55, 87, 82, 102.533
42, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
42, 0, 0.25, 6, 92, 66, 87, 82, 115.827
42, 0, 0.25, 7, 92, 94, 87, 82, 125.348
42, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
42, 0, 0.25, 9, 97, 88, 87, 82, 125.12
43, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
43, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
43, 0, 0.25, 2, 87, 31, 87, 82, 100.553
43, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
43, 0, 0.25, 4, 69, 55, 87, 82, 102.533
43, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
43, 0, 0.25, 6, 92, 66, 87, 82, 115.827
43, 0, 0.25, 7, 92, 94, 87, 82, 125.348
43, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
43, 0, 0.25, 9, 97, 88, 87, 82, 125.12
44, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
44, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
44, 0, 0.25, 2, 87, 31, 87, 82, 100.553
44, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
44, 0, 0.25, 4, 69, 55, 87, 82, 102.533
44, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
44, 0, 0.25, 6, 92, 66, 87, 82, 115.827
44, 0, 0.25, 7, 92, 94, 87, 82, 125.348
44, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
44, 0, 0.25, 9, 97, 88, 87, 82, 125.12
45, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
45, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
45, 0, 0.25, 2, 87, 31, 87, 82, 100.553
45, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
45, 0, 0.25, 4, 69, 55, 87, 82, 102.533
45, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
45, 0, 0.25, 6, 92, 66, 87, 82, 115.827
45, 0, 0.25, 7, 92, 94, 87, 82, 125.348
45, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
45, 0, 0.25, 9, 97, 88, 87, 82, 125.12
46, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
46, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
46, 0, 0.25, 2, 87, 31, 87, 82, 100.553
46, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
46, 0, 0.25, 4, 69, 55, 87, 82, 102.533
